datetime,data
27-03-2021 14:00:42,"0.57,27.59,7.36,24.22,0.28,30.08,6.77,9.26,0.23,0.06,0.84,0.05,0.02,0.27,8.6,0.57"
27-03-2021 14:00:46,"0.46,26.44,9.6,32.65,0.18,21.91,9.49,10.85,0.22,0.08,0.54,0.02,0.02,0.35,9.48,0.56"
27-03-2021 14:00:51,"21.84,9.17,6.07,0.34,48.85,21.56,10.79,0.32,0.22,0.16,0.35,0.01,0.62,0.34,11.1,0.52"
27-03-2021 14:00:55,"33.65,15.16,16.16,0.05,39.11,16.42,5.73,0.31,0.22,0.2,0.65,0.01,0.01,0.41,11.15,0.52"
27-03-2021 14:00:59,"35.02,15.58,20.19,0.05,33.55,13.75,5.34,0.3,0.22,0.09,0.65,0.01,0.03,0.38,11.38,0.52"
27-03-2021 14:01:04,"32.55,14.31,17.94,0.04,36.23,15.25,5.76,0.3,0.24,0.13,0.73,0.02,0.02,0.35,10.87,0.47"
27-03-2021 14:01:08,"15.88,6.59,5.61,0.03,35.35,17.54,13.23,0.3,0.22,0.18,0.46,0.02,0.02,0.38,11.36,0.44"
27-03-2021 14:01:12,"48.23,11.62,0.04,0.16,58.82,7.33,5.09,0.03,15.34,5.39,0.49,0.01,0.06,0.2,11.86,0.42"
27-03-2021 14:01:17,"37.42,14.3,0.04,0.25,37.3,8.76,5.08,0.03,14.8,9.7,0.54,0.02,0.06,0.25,11.83,0.36"
27-03-2021 14:01:21,"34.57,11.15,0.05,0.21,54.14,7.37,5.08,0.03,14.41,5.23,0.25,0.02,0.03,0.23,11.99,0.33"
27-03-2021 14:01:25,"20.37,1.71,0.08,0.23,82.86,12.46,5.05,0.03,11.29,33.82,0.15,0.01,2.73,2.48,11.32,0.24"
27-03-2021 14:01:30,"21.52,4.82,0.07,0.21,71.37,14.21,5.05,0.03,12.5,19.96,0.08,0.02,0.0,0.3,11.12,0.28"
27-03-2021 14:01:34,"18.83,0.28,0.07,0.28,38.57,0.16,5.03,0.02,11.03,25.47,0.16,0.02,0.15,0.45,10.99,0.2"
27-03-2021 14:01:38,"62.28,0.2,0.08,0.31,36.86,0.98,5.01,0.02,13.82,5.25,0.01,0.02,0.15,0.35,11.03,0.28"
27-03-2021 14:01:42,"61.98,0.2,0.09,0.32,47.55,0.24,5.01,0.03,11.71,9.81,0.14,0.03,0.11,0.37,11.03,0.3"
27-03-2021 14:01:47,"2.85,0.25,1.42,0.37,0.69,0.15,5.0,0.02,4.24,26.19,0.13,0.02,65.86,8.85,11.34,0.18"
27-03-2021 14:01:51,"2.8,0.11,0.07,0.35,0.73,0.14,5.0,0.02,7.95,37.62,0.22,0.02,17.85,61.15,11.42,0.18"
27-03-2021 14:01:56,"2.88,0.13,0.1,0.41,0.4,0.01,4.99,0.02,3.82,46.77,0.34,0.01,13.07,85.41,11.38,0.14"
27-03-2021 14:02:00,"2.98,0.06,0.09,0.44,0.19,0.0,4.99,0.01,29.84,7.26,0.53,0.02,34.17,13.64,11.6,118.5"
27-03-2021 14:02:05,"2.97,0.04,0.1,0.47,0.17,0.01,4.99,0.01,26.78,7.02,0.44,0.02,37.22,75.81,11.95,0.09"
27-03-2021 14:02:09,"3.13,0.01,0.11,0.43,0.22,0.0,4.99,0.01,25.86,6.47,0.34,0.02,40.69,15.36,11.5,0.07"
27-03-2021 14:02:14,"3.12,0.0,0.1,0.45,0.02,0.02,4.97,0.01,21.56,5.21,0.3,0.01,58.14,12.76,11.78,0.11"
27-03-2021 14:02:18,"3.12,0.12,0.09,0.51,0.07,0.01,4.98,0.01,0.06,4.46,287.3,4.84,5.83,72.36,74.99,3.5"
27-03-2021 14:02:22,"3.18,0.01,0.09,0.51,0.05,0.01,4.97,0.01,0.1,3.75,321.15,5.02,5.48,65.38,85.63,5.16"
27-03-2021 14:02:26,"3.22,0.01,0.09,0.49,0.04,0.0,4.97,0.01,0.19,0.45,1238.81,1.77,2.06,22.34,164.16,7.14"
27-03-2021 14:02:31,"3.25,0.06,0.08,0.5,0.19,0.01,4.97,0.01,0.38,0.09,485.04,5.64,0.13,0.81,278.84,55.52"
27-03-2021 14:02:35,"3.26,0.04,0.1,0.5,0.19,0.01,4.97,0.01,0.37,0.08,407.01,5.22,0.08,0.79,348.69,63.57"
27-03-2021 14:02:39,"3.28,0.05,0.12,0.55,0.24,0.0,4.97,0.0,0.35,0.15,453.23,5.49,0.05,0.71,295.35,65.27"
27-03-2021 14:02:43,"3.29,0.02,0.02,1.43,0.16,0.0,5.12,44.33,0.35,0.13,941.46,0.86,0.02,0.73,6.94,0.13"
27-03-2021 14:02:48,"3.31,0.02,0.05,0.6,0.22,0.01,5.46,40.4,0.33,0.23,146.62,7.85,0.0,0.69,6.91,0.21"
27-03-2021 14:02:52,"3.29,0.0,0.04,0.58,0.07,0.01,5.57,46.5,0.32,0.06,158.03,5.81,0.01,0.56,6.35,0.11"
27-03-2021 14:02:56,"3.31,0.22,3.72,5.64,0.22,0.02,5.59,67.67,0.32,0.21,0.22,0.07,0.02,0.75,6.44,0.11"
27-03-2021 14:03:01,"3.33,0.16,2.05,0.77,0.19,0.01,7.84,72.74,0.31,0.18,0.16,0.02,0.03,0.68,7.14,0.1"
27-03-2021 14:03:05,"3.33,0.15,2.31,0.66,0.08,0.02,9.98,70.37,0.31,0.12,0.18,0.01,0.04,0.66,7.27,0.06"
27-03-2021 14:03:09,"3.34,0.09,2.63,0.65,0.15,0.02,10.49,69.6,0.31,0.23,0.07,0.0,0.04,0.7,7.18,0.14"
27-03-2021 14:03:13,"3.36,0.22,5.55,26.15,0.11,0.04,2.88,40.08,0.31,0.23,0.5,0.0,0.04,0.64,6.3,0.07"
27-03-2021 14:03:18,"3.33,0.2,27.7,25.69,0.07,0.04,21.43,2.97,0.33,0.19,0.2,0.0,0.04,0.76,7.37,0.04"
27-03-2021 14:03:22,"3.35,0.21,19.08,189.69,0.27,0.04,3.8,1.78,0.33,0.18,0.16,0.01,0.05,0.7,7.57,0.13"
27-03-2021 14:03:26,"3.33,0.1,0.01,0.79,0.01,0.04,4.9,0.06,0.34,0.26,301.44,17.08,0.05,0.75,1669.93,24.17"
27-03-2021 14:03:30,"3.31,0.18,0.02,0.59,0.0,0.05,4.94,0.0,0.34,0.25,10.21,44.53,0.04,0.78,68.86,209.17"
27-03-2021 14:03:35,"3.36,0.17,0.01,0.52,0.08,0.05,4.94,0.01,0.33,0.22,625.44,3.25,0.03,0.71,2262.09,7.2"
27-03-2021 14:03:39,"3.35,0.1,0.01,0.53,0.13,0.05,4.95,0.02,0.33,0.18,557.76,6.98,0.03,0.72,1969.4,13.38"
27-03-2021 14:03:43,"3.31,0.15,0.03,0.53,0.08,0.06,4.95,0.04,0.35,0.21,107.25,23.72,0.04,0.76,248.05,182.47"
27-03-2021 14:03:48,"3.31,0.16,0.02,0.47,0.04,0.05,4.96,0.05,0.34,0.3,0.9,55.92,0.04,0.67,10.19,231.89"
27-03-2021 14:03:52,"3.3,0.15,0.02,0.49,0.02,0.06,4.96,0.05,0.34,0.32,1.35,57.93,0.04,0.65,49.48,223.24"
27-03-2021 14:03:56,"3.31,0.18,0.06,0.46,0.06,0.07,4.97,0.05,0.33,0.17,14.44,16.38,0.03,0.6,95.67,189.7"
27-03-2021 14:04:00,"3.33,0.13,0.04,0.44,0.01,0.06,4.96,0.06,0.33,0.18,108.99,15.94,0.05,0.56,856.89,76.15"
27-03-2021 14:04:05,"3.34,0.22,0.03,0.56,0.08,12.2,5.29,21.03,0.33,0.17,2.88,3.12,0.04,0.6,0.92,0.48"
27-03-2021 14:04:09,"3.48,5.44,0.03,0.58,0.0,28.28,2.9,48.49,0.33,0.22,2.2,0.08,0.04,0.57,3.26,0.57"
27-03-2021 14:04:13,"3.4,0.15,0.03,0.62,0.13,0.36,2.66,53.22,0.18,11.11,0.5,0.05,0.05,29.75,3.89,0.66"
27-03-2021 14:04:17,"3.48,0.38,0.03,0.47,0.03,0.15,5.04,0.0,2.65,8.98,35.62,5.41,10.46,42.82,307.87,19.6"
27-03-2021 14:04:22,"3.44,0.31,0.03,0.44,0.11,0.13,5.06,0.01,2.89,9.96,47.47,6.49,10.95,45.97,213.9,17.53"
27-03-2021 14:04:26,"3.46,0.37,0.07,0.34,0.06,0.13,5.07,0.01,3.88,13.33,87.69,11.55,9.32,32.08,116.36,18.46"
27-03-2021 14:04:31,"3.48,0.35,0.04,0.33,0.09,0.12,5.07,0.02,3.39,12.04,85.41,11.65,9.31,34.68,142.05,18.71"
27-03-2021 14:04:35,"3.43,0.28,0.04,0.33,0.27,0.12,5.08,0.02,2.96,10.49,63.82,8.23,9.08,33.59,269.28,21.48"
27-03-2021 14:04:39,"3.43,0.39,0.04,0.32,0.25,0.12,5.08,0.03,2.86,10.16,61.56,7.74,8.65,29.87,337.83,23.06"
27-03-2021 14:04:43,"3.43,0.26,0.47,0.21,0.16,0.12,21.87,0.27,6.36,21.07,2.59,0.14,6.12,26.31,3.05,0.6"
27-03-2021 14:04:48,"3.41,0.33,0.47,0.21,0.22,0.12,21.32,0.32,6.92,28.75,1.98,0.08,2.46,15.6,5.12,0.74"
27-03-2021 14:04:52,"3.4,0.36,0.72,0.22,0.33,0.13,20.82,0.31,8.55,27.82,1.83,0.05,3.47,13.47,5.94,0.71"
27-03-2021 14:04:56,"3.41,0.4,0.05,0.31,0.29,0.12,23.64,0.3,5.9,7.45,1.97,0.03,15.62,15.11,5.7,0.77"
27-03-2021 14:05:01,"3.39,0.39,0.07,0.32,0.44,0.12,16.65,0.3,4.41,8.2,1.94,0.01,12.58,18.62,6.36,0.78"
27-03-2021 14:05:05,"3.39,0.48,0.03,0.27,0.36,0.12,21.05,0.3,5.41,7.55,2.01,0.01,14.81,15.52,6.22,0.78"
27-03-2021 14:05:09,"31.2,0.38,2.24,10.26,0.36,0.13,21.03,8.17,5.55,55.62,1.92,0.03,0.31,0.17,6.32,0.85"
27-03-2021 14:05:14,"3.38,0.41,6.27,20.93,0.34,0.13,9.46,11.37,9.69,33.03,2.02,0.04,0.19,0.07,6.74,0.69"
27-03-2021 14:05:18,"3.37,0.38,5.41,18.47,0.3,0.13,10.95,12.0,9.1,36.64,2.04,0.05,0.1,0.09,6.43,0.69"
27-03-2021 14:05:22,"3.41,0.43,5.1,17.4,0.36,0.13,11.94,12.57,8.7,39.42,1.96,0.06,0.03,0.08,6.58,0.77"
27-03-2021 14:05:26,"3.13,0.38,0.27,0.69,7.79,41.5,37.03,22.44,0.35,0.35,1.91,0.06,0.06,0.03,6.23,0.73"
27-03-2021 14:05:31,"3.16,22.87,4.99,16.17,0.31,34.26,13.26,10.04,0.34,0.4,1.63,0.07,0.11,0.01,6.19,0.63"
27-03-2021 14:05:35,"3.09,25.92,5.71,19.95,0.45,34.12,10.11,9.54,0.34,0.42,1.56,0.07,0.13,0.06,5.84,0.6"
27-03-2021 14:05:39,"3.14,0.46,5.43,30.36,0.28,0.04,18.05,12.39,0.33,0.48,144.03,14.96,0.13,0.09,4.3,7.3"
27-03-2021 14:05:44,"3.15,0.49,4.33,24.06,0.4,0.17,12.04,11.0,0.31,0.51,134.54,21.47,0.15,0.04,4.59,15.05"
27-03-2021 14:05:48,"3.21,0.47,4.28,24.5,0.34,0.16,11.92,11.11,0.31,0.44,130.35,22.32,0.16,0.0,5.12,15.27"
27-03-2021 14:05:52,"3.25,0.51,0.09,0.55,0.31,0.12,5.21,0.03,1.6,6.84,142.48,10.0,14.51,85.64,174.84,5.49"
27-03-2021 14:05:57,"3.92,0.46,0.77,3.03,0.58,0.16,0.2,2.32,0.34,0.38,274.72,30.03,0.11,0.63,107.99,51.27"
27-03-2021 14:06:01,"3.55,0.43,2.59,5.2,0.65,0.2,15.73,12.32,0.27,0.72,13.1,65.74,0.16,0.63,7.65,50.76"
27-03-2021 14:06:05,"35.17,6.46,11.54,2.08,129.11,10.57,16.24,2.62,0.36,0.58,0.52,0.02,0.17,0.51,5.44,0.62"
27-03-2021 14:06:09,"8.54,5.38,0.01,0.31,55.88,25.96,5.09,0.0,3.51,5.12,11.52,0.02,32.86,33.96,2.97,0.7"
27-03-2021 14:06:14,"4.72,0.49,33.67,136.72,0.91,0.23,4.96,3.18,0.33,0.54,142.83,34.5,0.2,0.42,2.07,5.79"
27-03-2021 14:06:18,"6.29,0.63,0.11,0.62,0.77,0.1,5.06,0.0,0.4,0.47,0.01,0.06,0.19,0.46,0.72,0.57"
27-03-2021 14:06:22,"5.98,0.51,0.1,0.41,0.75,0.22,5.09,0.01,0.38,0.51,0.57,0.1,0.2,0.44,0.64,0.53"
27-03-2021 14:06:27,"6.0,0.57,0.11,0.37,0.54,0.12,5.07,0.01,0.38,0.54,1.2,0.13,0.23,0.46,1.19,0.45"
27-03-2021 14:06:31,"6.16,0.54,0.1,0.31,0.57,0.11,5.06,0.01,0.37,0.59,1.27,0.15,0.26,0.46,0.61,0.47"
27-03-2021 14:06:36,"6.14,0.55,0.09,0.3,0.47,0.1,5.05,0.01,0.4,0.54,1.3,0.16,0.27,0.49,0.96,0.46"
27-03-2021 14:06:40,"6.24,0.57,0.09,0.31,0.44,0.11,5.04,0.02,0.41,0.64,1.06,0.17,0.28,0.47,1.1,0.4"
27-03-2021 14:06:44,"6.32,0.52,0.07,0.37,0.52,0.1,5.03,0.02,0.41,0.6,1.33,0.18,0.28,0.4,1.3,0.33"
27-03-2021 14:06:49,"6.32,0.55,0.11,0.37,0.43,0.09,5.03,0.02,0.4,0.67,1.53,0.19,0.29,0.48,0.9,0.23"
27-03-2021 14:06:53,"6.37,0.52,0.06,0.31,0.16,0.09,5.02,0.03,0.42,0.63,1.59,0.19,0.3,0.44,0.91,0.28"
27-03-2021 14:06:57,"6.42,0.48,0.07,0.41,0.31,0.1,5.02,0.03,0.44,0.63,1.57,0.18,0.3,0.4,0.84,0.2"
27-03-2021 14:07:01,"6.46,0.5,0.08,0.43,0.43,0.1,5.02,0.04,0.44,0.63,1.88,0.19,0.31,0.44,0.64,0.12"
27-03-2021 14:07:05,"6.45,0.57,0.07,0.4,0.39,0.09,5.01,0.03,0.47,1.82,1.88,0.19,0.31,0.56,1.19,0.04"
27-03-2021 14:07:10,"6.46,0.58,0.08,0.4,0.47,0.11,5.02,0.04,0.47,0.65,2.01,0.2,0.32,0.41,1.34,0.0"
27-03-2021 14:07:14,"6.44,0.54,0.08,0.38,0.34,0.08,5.0,0.04,0.5,0.64,2.09,0.2,0.31,0.48,1.39,0.04"
27-03-2021 14:07:18,"6.51,0.49,0.08,0.39,0.51,0.1,5.0,0.04,0.48,0.72,2.18,0.2,0.31,0.54,1.68,0.1"
27-03-2021 14:07:23,"6.5,0.54,0.04,0.44,0.18,0.09,5.01,0.04,0.5,0.77,2.2,0.2,0.31,0.62,1.78,0.09"
27-03-2021 14:07:27,"6.54,0.54,0.09,0.43,0.36,0.09,5.01,0.04,0.53,0.68,2.42,0.2,0.31,0.56,1.52,0.22"
27-03-2021 14:07:31,"6.56,0.47,0.05,0.47,0.38,0.09,5.01,0.04,0.54,0.73,2.62,0.21,0.3,0.56,1.46,0.26"
27-03-2021 14:07:36,"6.56,0.52,0.06,0.46,0.35,0.08,5.01,0.05,0.54,0.66,2.47,0.2,0.29,0.55,1.66,0.2"
27-03-2021 14:07:40,"6.58,0.56,0.05,0.43,0.43,0.09,5.0,0.04,0.54,0.69,2.69,0.2,0.29,0.5,1.39,0.27"
27-03-2021 14:07:44,"6.56,0.46,0.05,0.45,0.32,0.08,5.0,0.05,0.56,0.71,2.84,0.2,0.29,0.55,1.79,0.34"
27-03-2021 14:07:49,"6.57,0.53,0.04,0.4,0.39,0.09,5.0,0.04,0.57,0.78,2.73,0.21,0.29,0.49,1.94,0.35"
27-03-2021 14:07:53,"6.62,0.46,0.05,0.38,0.43,0.09,5.01,0.04,0.58,0.73,2.75,0.2,0.27,0.63,1.98,0.46"
27-03-2021 14:07:57,"6.59,0.48,0.04,0.37,0.24,0.09,5.01,0.04,0.57,0.76,3.11,0.23,0.26,0.44,2.38,0.4"
27-03-2021 14:08:02,"6.67,0.54,0.06,0.37,0.37,0.07,5.01,0.04,0.6,0.78,3.08,0.21,0.26,0.51,2.39,0.43"
27-03-2021 14:08:07,"6.63,0.48,0.03,0.38,0.25,0.09,5.0,0.05,0.61,0.75,3.07,0.2,0.26,0.54,2.78,0.58"
27-03-2021 14:08:11,"6.66,0.5,0.04,0.37,0.35,0.08,5.01,0.04,0.61,0.8,3.24,0.2,0.25,0.44,3.07,0.52"
27-03-2021 14:08:16,"6.67,0.54,0.03,0.34,0.49,0.07,5.01,0.05,0.62,0.76,3.18,0.21,0.25,0.6,3.13,0.54"
27-03-2021 14:08:20,"6.67,0.55,0.04,0.31,0.52,0.07,5.0,0.05,0.65,0.82,3.56,0.2,0.24,0.52,3.86,0.65"
27-03-2021 14:08:24,"6.66,0.47,0.04,0.34,0.43,0.08,5.01,0.04,0.65,0.76,3.35,0.18,0.23,0.62,4.14,0.56"
27-03-2021 14:08:29,"6.69,0.55,0.02,0.31,0.35,0.09,5.01,0.05,0.66,0.82,3.66,0.18,0.21,0.48,3.94,0.7"
27-03-2021 14:08:33,"6.67,0.65,0.03,0.31,0.31,0.08,5.01,0.05,0.66,0.74,3.43,0.18,0.21,0.48,3.62,0.7"
27-03-2021 14:08:37,"6.66,0.49,0.03,0.26,0.34,0.07,5.01,0.04,0.68,0.78,3.48,0.18,0.21,0.45,4.6,0.78"
27-03-2021 14:08:42,"6.62,0.6,0.04,0.22,0.38,0.08,5.01,0.04,0.67,0.8,3.83,0.17,0.2,0.54,4.0,0.75"
27-03-2021 14:08:46,"6.65,0.57,0.03,0.3,0.3,0.07,5.02,0.04,0.69,0.79,3.67,0.17,0.19,0.53,4.49,0.8"
27-03-2021 14:08:51,"6.7,0.56,0.02,0.23,0.56,0.08,5.01,0.04,0.68,0.79,3.8,0.16,0.18,0.54,4.93,0.82"
27-03-2021 14:08:55,"6.71,0.65,0.02,0.17,0.43,0.07,5.02,0.04,0.7,0.77,3.65,0.18,0.17,0.58,4.76,0.84"
27-03-2021 14:08:59,"6.65,0.55,0.02,0.12,0.4,0.07,5.02,0.04,0.7,0.81,3.76,0.17,0.17,0.49,5.17,0.82"
27-03-2021 14:09:03,"6.71,0.52,0.02,0.16,0.49,0.09,5.02,0.04,0.72,0.8,3.92,0.17,0.15,0.48,5.19,0.84"
27-03-2021 14:09:08,"6.69,0.58,0.03,0.18,0.43,0.09,5.03,0.04,0.73,0.82,3.92,0.16,0.14,0.57,5.07,0.85"
27-03-2021 14:09:12,"6.72,0.53,0.0,0.16,0.55,0.08,5.02,0.04,0.73,0.83,3.87,0.18,0.14,3.66,5.56,0.9"
27-03-2021 14:09:16,"6.63,0.52,0.01,0.14,0.49,0.09,5.02,0.04,0.75,0.76,3.93,0.16,0.13,0.52,5.43,0.76"
27-03-2021 14:09:21,"6.65,0.6,0.01,0.11,0.68,0.08,5.03,0.03,0.75,0.8,3.93,0.16,0.11,0.56,5.44,0.85"
27-03-2021 14:09:25,"6.69,0.58,0.0,0.1,0.63,0.09,5.02,0.03,0.76,0.77,4.23,0.17,0.12,0.61,5.51,0.93"
27-03-2021 14:09:30,"6.67,0.55,0.01,0.12,0.54,0.09,5.03,0.04,0.76,0.82,4.03,0.15,0.11,0.51,5.27,0.96"
27-03-2021 14:09:34,"6.69,0.53,0.0,0.09,0.49,0.08,5.03,0.04,0.75,0.87,4.06,0.14,0.09,0.51,1.43,0.98"
27-03-2021 14:09:38,"6.66,0.6,0.0,0.09,0.6,0.09,5.04,0.04,0.78,0.81,4.11,0.15,0.1,0.57,5.52,0.95"
27-03-2021 14:09:42,"6.68,0.61,0.01,0.04,0.58,0.1,5.03,0.35,0.77,0.79,4.19,0.15,0.09,0.55,5.71,0.96"
27-03-2021 14:09:47,"6.72,0.58,0.01,0.07,0.49,0.09,5.04,0.03,0.78,0.81,4.07,0.15,0.07,0.56,5.96,0.99"
27-03-2021 14:09:51,"6.69,0.59,0.01,0.02,0.55,0.09,5.03,0.03,0.79,0.84,4.15,0.14,0.08,0.54,6.35,1.02"
27-03-2021 14:20:11,"1.56,0.04,0.07,0.03,0.36,0.07,0.03,0.02,0.01,0.03,2.19,0.06,0.06,0.1,2.49,0.12"
27-03-2021 14:20:13,"1.64,0.11,0.05,0.12,0.41,0.09,0.02,0.01,0.01,0.02,1.96,0.04,0.05,0.17,3.11,0.14"
27-03-2021 14:20:15,"1.62,0.03,1.18,0.97,0.16,0.13,3.57,0.23,0.6,9.41,797.8,0.52,0.04,1.93,5.8,0.13"
27-03-2021 14:20:17,"1.66,0.01,0.01,0.12,0.39,0.14,0.07,0.01,2.92,12.07,2.29,0.04,14.65,25.42,5.27,0.11"
27-03-2021 14:20:19,"1.66,0.09,0.01,0.17,0.31,0.15,0.05,0.01,0.06,0.28,2.29,0.03,0.05,0.23,4.84,0.17"
27-03-2021 14:20:21,"1.69,0.07,0.0,0.16,0.23,0.13,0.04,0.0,0.04,0.32,2.23,0.04,0.08,0.18,5.03,0.11"
27-03-2021 14:30:07,"0.0,0.1,0.0,0.01,0.06,0.01,0.01,0.01,0.01,0.12,0.06,0.02,0.0,0.05,0.66,0.1"
27-03-2021 14:30:09,"0.04,0.1,0.0,0.06,0.02,0.0,0.0,0.0,0.01,0.01,0.11,0.02,0.01,0.1,0.24,0.38"
27-03-2021 14:30:11,"0.02,0.03,0.01,0.03,0.08,0.0,0.0,0.0,0.02,0.02,0.03,47.57,0.0,0.0,40.32,129.96"
27-03-2021 14:30:13,"0.01,0.02,0.04,0.05,0.12,0.0,0.0,0.0,0.02,0.07,20.42,106.45,0.01,0.01,141.54,12.3"
27-03-2021 14:30:15,"0.04,0.01,0.01,0.01,0.12,0.01,0.01,0.0,0.01,0.04,665.97,1.4,0.0,0.05,641.64,1.91"
27-03-2021 14:30:18,"0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.36,33.86,0.09,0.06,30.85,70.23,1.94,0.13"
27-03-2021 14:30:20,"0.51,0.05,0.02,0.03,1.12,20.22,0.0,0.0,13.52,0.13,0.2,0.05,27.35,0.04,0.48,0.07"
27-03-2021 14:30:22,"70.0,9.29,0.03,0.04,117.69,58.21,0.02,0.04,0.19,0.06,0.32,0.06,0.08,0.08,0.32,0.08"
27-03-2021 14:30:25,"1.78,16.26,8.3,0.04,0.36,17.38,13.91,0.03,0.16,0.08,0.03,0.06,0.09,0.13,0.17,0.1"
27-03-2021 14:30:27,"1.4,0.05,15.32,218.37,0.44,0.06,24.87,12.46,0.14,0.0,0.16,0.06,0.09,0.18,0.36,0.06"
27-03-2021 14:30:29,"1.28,0.02,0.1,21.83,0.3,0.08,13.91,20.88,0.12,0.11,0.07,2.74,0.08,0.14,0.53,0.13"
27-03-2021 14:30:31,"1.22,0.04,0.02,0.22,0.4,0.05,0.07,0.04,0.04,1.36,152.08,4.47,0.11,0.85,407.79,122.73"
27-03-2021 14:30:33,"1.22,0.02,0.05,0.23,0.33,0.03,0.09,0.02,0.34,36.26,2.07,0.05,9.33,67.07,2.5,0.16"
27-03-2021 14:30:35,"1.27,0.01,0.05,0.17,0.11,0.01,0.1,0.02,6.7,43.95,1.68,0.05,42.38,2.22,0.21,0.1"
27-03-2021 14:30:38,"26.36,0.03,0.06,0.1,173.73,50.56,0.08,0.01,0.0,0.45,1.56,0.06,0.03,0.23,0.94,0.12"
27-03-2021 14:30:40,"0.05,44.46,0.18,0.12,0.51,9.59,8.86,0.41,0.01,0.09,0.93,0.06,0.03,0.31,0.75,0.0"
27-03-2021 14:30:42,"0.26,0.05,13.71,188.97,0.29,0.02,22.01,14.2,0.02,0.04,0.93,0.15,0.02,0.32,0.29,0.06"
27-03-2021 14:30:45,"0.23,0.06,0.04,0.2,0.22,0.05,0.14,0.09,0.26,3.0,823.1,54.25,0.03,1.01,11.44,23.87"
27-03-2021 14:30:47,"0.27,0.02,0.02,0.13,0.24,0.04,0.1,0.04,1.02,32.51,1.88,0.07,5.91,114.37,1.2,0.16"
27-03-2021 14:30:49,"0.41,0.04,0.03,0.13,11.54,18.93,0.09,0.03,21.1,11.04,1.9,0.04,0.1,0.65,0.88,0.11"
27-03-2021 14:30:51,"0.52,0.02,65.82,0.82,2.98,60.53,1.08,0.19,0.15,0.05,1.77,0.04,0.0,0.28,0.95,0.11"
27-03-2021 14:30:53,"0.22,0.01,1.86,2.59,0.16,0.02,19.92,50.46,0.11,0.01,5.74,0.96,0.0,0.27,0.24,0.11"
27-03-2021 14:30:55,"0.18,0.07,0.09,0.18,0.21,0.07,0.02,0.0,0.17,0.08,529.99,10.92,4.36,63.45,182.82,3.21"
27-03-2021 14:30:57,"0.13,16.37,0.08,0.1,6.79,18.47,0.01,0.01,16.1,23.85,2.22,0.07,8.91,4.09,0.63,0.05"
27-03-2021 14:30:59,"0.56,0.37,3.26,99.49,0.11,0.13,28.78,11.25,0.16,0.05,18.16,12.6,0.03,0.43,1.7,0.91"
27-03-2021 14:31:02,"10.6,4.0,0.06,0.16,49.89,66.25,0.01,0.0,7.58,15.18,2.07,0.1,2.33,15.32,0.21,0.22"
27-03-2021 14:31:04,"1.26,0.06,0.05,0.12,0.47,0.07,0.01,0.01,0.54,3.32,236.05,0.28,22.89,67.11,264.69,0.25"
27-03-2021 14:31:06,"1.13,0.03,0.1,0.22,0.23,0.12,26.96,25.85,0.27,0.12,2.31,36.09,0.1,0.36,1.54,57.8"
27-03-2021 14:31:08,"4.17,16.5,54.9,84.47,2.33,9.45,2.21,7.2,0.26,0.11,1.3,0.1,0.12,0.34,0.55,0.32"
27-03-2021 14:31:10,"230.59,33.36,0.0,0.09,35.59,2.13,0.05,0.01,1.72,2.06,0.92,0.1,0.15,0.22,0.25,0.29"
27-03-2021 14:31:12,"1.19,0.04,0.02,0.1,0.36,0.03,0.02,0.01,3.25,13.69,20.09,0.11,12.57,106.23,13.37,0.19"
27-03-2021 14:31:14,"1.08,0.04,0.04,0.07,0.43,0.02,0.01,0.15,11.46,0.12,20.76,0.06,0.1,0.53,1119.04,112.83"
27-03-2021 14:31:16,"1.02,0.05,0.19,3.1,0.33,0.01,2.6,34.28,0.18,0.19,53.74,5.37,0.08,0.19,3.8,2.74"
27-03-2021 14:31:18,"1.12,0.13,3.73,8.5,0.29,5.0,11.22,33.04,0.18,0.07,98.08,5.74,0.07,0.12,5.31,0.36"
27-03-2021 14:31:20,"141.31,48.14,0.08,0.18,65.86,25.42,0.06,0.02,0.8,0.38,1.02,0.11,0.12,0.1,1.46,0.39"
27-03-2021 14:31:22,"2.33,0.0,0.08,0.13,0.52,0.06,0.0,0.01,22.04,4.02,0.96,0.09,37.07,21.32,1.15,0.35"
27-03-2021 14:31:24,"2.02,0.02,0.14,0.09,0.38,0.1,4.05,3.48,0.16,0.12,0.11,10.23,0.0,0.39,73.76,230.58"
27-03-2021 14:31:27,"1.89,0.93,10.28,210.34,0.3,1.44,7.82,24.46,0.13,0.05,0.43,0.07,0.02,0.38,0.74,0.5"
27-03-2021 14:31:29,"62.89,33.73,0.12,0.32,47.57,48.99,0.01,0.03,0.15,0.1,0.1,0.13,0.01,0.32,0.45,0.45"
27-03-2021 14:31:31,"1.56,0.22,0.1,0.23,20.84,0.39,0.04,0.01,9.33,51.76,0.02,0.12,21.89,7.73,0.37,0.46"
27-03-2021 14:31:33,"1.94,0.02,0.11,0.15,0.72,0.1,0.05,0.01,0.06,0.05,182.33,2.03,9.57,2.89,1996.62,7.22"
27-03-2021 14:31:35,"1.79,0.02,0.1,0.14,0.37,0.11,0.04,0.01,1.15,58.43,18.81,36.7,0.05,5.77,56.46,49.89"
27-03-2021 14:31:37,"1.69,0.01,0.11,0.15,0.42,0.07,0.04,0.01,2.22,16.28,53.85,5.81,4.2,54.64,211.91,12.24"
