datetime,data
27-03-2021 14:31:39,"1.65,0.03,0.08,0.15,0.3,0.06,0.04,0.0,3.62,23.87,71.94,9.1,4.51,52.4,89.14,6.17"
27-03-2021 14:31:41,"1.59,0.04,0.11,0.11,0.21,0.06,0.03,0.0,0.11,0.22,174.1,25.83,0.14,0.52,15.94,5.43"
27-03-2021 14:31:43,"1.54,0.04,0.9,1.2,0.32,0.05,5.73,17.43,0.09,0.18,0.66,0.1,0.12,0.55,1.08,0.53"
27-03-2021 14:31:45,"35.23,57.42,1.53,0.8,42.74,54.39,5.08,0.34,0.09,0.16,0.76,0.11,0.11,0.56,1.58,0.39"
27-03-2021 14:31:47,"3.59,0.03,0.08,0.1,0.33,0.01,0.02,0.04,7.54,60.14,0.68,0.1,12.57,60.81,0.64,0.42"
27-03-2021 14:31:49,"2.42,0.02,0.1,0.07,0.57,0.12,0.01,0.03,0.11,0.46,501.83,18.78,0.11,0.99,18.89,0.28"
27-03-2021 14:31:51,"1.93,0.06,0.08,0.09,0.29,0.15,0.01,0.02,0.1,0.4,0.29,0.09,0.12,0.55,0.33,0.43"
27-03-2021 14:31:53,"1.75,15.01,0.08,0.09,0.27,0.17,0.01,0.02,0.09,0.25,0.23,0.08,0.1,0.55,0.52,0.4"
27-03-2021 14:31:56,"1.55,0.02,0.05,0.11,0.2,0.18,0.03,0.01,0.15,5.0,147.01,22.79,8.98,64.11,2.65,3.74"
27-03-2021 14:31:58,"1.55,0.08,0.07,0.06,0.2,0.21,0.03,0.01,0.06,0.34,0.59,0.07,0.02,0.32,0.68,0.51"
27-03-2021 14:32:00,"1.51,0.01,0.05,0.09,0.13,0.19,0.03,0.0,0.06,0.2,0.69,0.08,0.03,0.3,0.55,0.58"
27-03-2021 14:32:02,"1.44,0.0,0.03,0.07,0.03,0.11,0.04,0.0,8.86,4.93,14.32,0.53,12.52,4.55,606.47,5.28"
27-03-2021 14:32:04,"1.34,0.01,0.06,0.06,0.18,0.04,0.04,0.0,0.24,0.12,0.07,0.09,0.03,0.19,2.74,0.8"
27-03-2021 14:32:06,"1.34,0.04,0.04,0.07,0.2,0.04,0.04,0.01,0.23,0.16,0.34,0.07,0.02,0.2,3.09,0.69"
27-03-2021 14:32:08,"1.36,0.04,0.06,0.1,0.09,0.03,0.04,0.0,0.21,0.14,0.43,2.14,0.01,0.19,7.62,53.75"
27-03-2021 14:32:10,"1.28,0.02,0.03,0.11,0.15,0.03,0.05,0.01,1.13,49.32,0.57,0.0,29.14,4.72,6.04,0.76"
27-03-2021 14:32:12,"1.28,0.08,0.04,0.09,0.05,0.03,0.05,0.01,0.13,0.01,0.14,0.02,0.08,0.33,0.92,0.6"
27-03-2021 14:32:14,"1.21,0.03,0.05,0.1,0.05,0.02,0.05,0.01,0.11,0.01,0.3,0.04,0.08,0.44,1.38,0.63"
27-03-2021 14:32:17,"1.15,0.08,0.04,0.07,0.26,0.03,0.05,0.01,0.23,0.03,0.26,0.03,0.06,0.13,48.7,9.48"
27-03-2021 14:32:19,"1.16,0.04,0.05,0.14,0.04,0.04,0.05,0.0,0.21,0.15,0.65,0.05,0.07,0.23,4.4,0.72"
27-03-2021 14:32:21,"1.12,0.03,0.06,0.13,0.03,0.04,0.05,0.01,0.19,0.11,2.42,5.93,0.05,0.29,23.56,17.87"
27-03-2021 14:32:23,"1.12,0.03,0.04,0.07,0.12,0.02,0.05,0.01,10.76,19.37,10.69,0.01,0.43,3.23,9.79,0.77"
27-03-2021 14:32:26,"1.11,0.02,0.05,0.13,0.13,0.02,0.06,0.01,0.21,0.06,0.02,0.09,0.05,0.21,9.25,0.67"
27-03-2021 14:32:28,"44.56,12.33,0.04,0.13,49.27,5.48,2.47,0.05,0.2,0.16,0.05,0.07,0.05,0.31,8.97,0.49"
27-03-2021 14:32:30,"4.11,0.06,0.02,0.18,0.35,0.08,6.82,2.7,0.17,0.12,0.28,0.08,0.05,0.34,9.25,0.53"
27-03-2021 14:32:32,"3.51,0.02,0.09,0.1,0.24,0.08,0.03,0.0,0.19,0.13,0.31,0.08,0.05,0.29,8.81,0.58"
27-03-2021 14:32:34,"3.08,0.02,0.07,0.15,0.09,0.25,0.04,0.0,0.17,0.14,0.26,0.05,0.04,0.27,8.86,0.57"
27-03-2021 14:32:36,"2.89,0.04,0.37,23.34,0.17,0.0,0.39,14.74,0.18,0.06,0.35,0.05,0.04,0.22,8.77,0.56"
27-03-2021 14:32:39,"3.93,0.08,0.03,0.16,0.17,0.01,0.05,0.04,0.17,0.11,0.09,0.03,0.05,0.23,7.82,0.55"
27-03-2021 14:32:41,"3.45,0.06,0.04,0.09,0.31,0.07,0.05,0.03,0.17,0.13,0.29,0.02,0.06,0.29,7.78,0.62"
27-03-2021 14:32:43,"3.07,0.01,0.02,0.11,0.01,0.08,0.04,0.02,0.17,0.06,0.17,0.01,0.07,0.22,8.53,0.53"
27-03-2021 14:32:45,"2.85,0.09,0.06,0.15,0.13,0.02,0.04,0.02,0.16,0.08,0.0,0.03,0.07,0.32,8.34,0.61"
27-03-2021 14:32:47,"32.78,10.35,0.18,27.59,9.68,3.88,22.14,16.17,0.16,0.09,0.14,1.37,0.06,0.32,8.42,0.54"
27-03-2021 14:32:50,"3.59,0.01,0.08,0.15,0.1,0.04,0.05,0.0,0.16,0.08,0.19,0.0,0.07,0.32,8.64,0.53"
27-03-2021 14:32:52,"3.4,0.02,0.12,0.12,0.25,0.02,0.08,0.08,0.16,0.11,7.38,28.53,0.07,0.29,8.24,0.51"
27-03-2021 14:32:54,"3.12,0.02,0.12,0.1,0.1,0.1,0.4,0.07,3.27,0.01,0.47,0.03,0.0,0.23,5.32,0.57"
27-03-2021 14:32:56,"3.04,0.07,0.11,0.09,0.01,0.01,0.01,0.06,0.17,0.07,0.24,0.05,0.18,0.11,4.65,0.48"
27-03-2021 14:32:58,"3.01,0.02,0.12,0.12,0.17,0.01,0.01,0.05,13.06,0.15,0.04,0.02,0.12,0.15,4.59,0.54"
27-03-2021 14:33:01,"3.0,0.0,0.15,0.08,0.07,6.04,0.57,0.18,0.2,0.38,77.84,44.39,0.22,0.12,5.53,0.45"
27-03-2021 14:33:03,"2.93,0.07,0.1,0.09,0.03,0.15,0.05,0.02,0.16,0.06,0.77,0.01,0.2,0.13,4.36,0.45"
27-03-2021 14:33:04,"2.89,0.01,0.08,0.1,0.01,0.0,5.02,0.02,0.16,0.06,0.63,9.89,0.19,0.13,5.25,0.43"
27-03-2021 14:33:06,"2.93,0.01,0.15,0.12,0.01,5.98,6.23,0.16,20.17,0.26,0.6,0.03,0.07,0.06,7.22,0.44"
27-03-2021 14:33:09,"2.86,0.07,0.09,0.21,0.01,0.01,0.01,0.0,0.12,0.02,0.2,0.0,0.24,0.38,6.84,0.46"
27-03-2021 14:33:11,"2.83,0.03,0.1,0.08,0.04,0.02,0.03,0.01,0.12,0.03,0.15,0.0,0.21,0.31,6.62,0.42"
27-03-2021 14:33:13,"2.83,0.04,0.1,0.04,0.03,0.01,18.25,0.78,7.69,4.15,0.08,0.01,27.2,8.68,6.47,0.47"
27-03-2021 14:33:15,"2.8,0.02,0.09,0.0,0.03,0.02,0.01,0.01,0.16,0.12,0.18,0.0,0.17,0.39,6.42,0.42"
27-03-2021 14:33:17,"2.81,0.08,0.11,0.07,0.05,0.02,0.02,0.01,0.15,0.05,0.12,0.0,0.13,0.47,6.11,0.34"
27-03-2021 14:33:19,"2.81,0.06,0.16,2.5,0.23,0.01,0.97,7.42,0.14,0.19,0.03,0.01,0.12,0.51,5.83,0.35"
27-03-2021 14:33:21,"2.78,0.04,0.09,0.03,0.05,0.03,1.5,0.28,3.22,28.26,0.17,0.01,11.59,23.69,5.8,0.46"
27-03-2021 14:33:23,"2.76,0.05,0.01,0.13,0.07,0.02,0.04,0.02,0.13,0.19,0.29,0.01,0.11,0.23,5.04,0.33"
27-03-2021 14:33:26,"5.73,2.79,0.03,0.11,72.77,6.99,0.05,0.01,0.13,0.15,0.25,0.01,0.1,0.31,5.92,0.43"
27-03-2021 14:33:28,"4.17,0.06,0.06,0.09,0.27,0.07,0.05,0.01,0.14,0.14,389.55,9.82,0.09,0.32,13.14,1.89"
27-03-2021 14:33:30,"3.6,0.02,0.03,0.07,0.05,0.13,0.06,0.01,0.15,0.12,1.34,0.01,0.09,0.31,5.32,0.32"
27-03-2021 14:33:32,"3.47,0.04,0.03,0.11,0.03,0.15,0.06,0.01,0.13,0.16,1.15,0.01,0.09,0.26,4.0,0.36"
27-03-2021 14:33:35,"1.96,0.06,0.03,0.12,38.96,9.58,0.06,0.0,0.12,0.0,1.62,0.05,0.11,0.31,3.33,0.59"
27-03-2021 14:33:37,"1.72,0.06,0.05,0.17,0.15,0.12,0.07,0.01,0.14,0.13,1.53,0.06,0.1,0.31,3.68,0.45"
27-03-2021 14:33:39,"1.7,0.09,0.05,0.14,0.1,0.15,0.08,0.0,0.13,0.06,1.34,0.05,0.11,0.35,3.9,0.37"
27-03-2021 14:33:41,"2.12,0.1,0.03,0.06,0.13,0.17,0.07,0.0,15.11,15.42,14.7,6.15,1.45,1.07,1839.29,4.72"
27-03-2021 14:33:43,"1.71,0.06,0.04,0.05,0.23,0.18,0.07,0.0,0.16,0.08,1.91,1.17,0.14,0.46,0.11,0.46"
27-03-2021 14:33:45,"1.7,0.03,0.01,0.02,0.05,0.18,0.08,0.0,0.12,0.06,1.8,0.04,0.15,0.47,0.41,0.38"
27-03-2021 14:33:47,"1.67,0.13,0.02,0.08,0.16,0.16,0.07,0.0,0.11,0.1,51.06,62.19,0.14,0.48,4.76,6.64"
27-03-2021 14:33:49,"1.11,0.1,0.03,0.12,4.3,29.75,0.06,0.0,12.38,0.12,1.98,0.02,0.05,0.17,1.71,0.49"
27-03-2021 14:33:51,"1.02,0.07,0.03,0.08,0.02,0.02,0.07,0.0,0.07,0.07,1.65,0.05,0.23,0.35,1.36,0.42"
27-03-2021 14:33:53,"1.03,0.1,0.04,0.04,0.06,0.11,0.07,0.0,0.08,0.13,1.47,0.06,0.21,0.32,1.19,0.48"
27-03-2021 14:33:56,"1.02,0.03,0.03,0.06,0.1,0.14,0.08,0.0,2.56,0.07,1.23,0.06,0.17,0.34,1.39,0.43"
27-03-2021 14:33:58,"1.01,0.1,0.03,0.04,0.15,0.14,0.08,0.0,6.06,5.98,87.13,3.99,0.18,0.05,1191.3,10.21"
27-03-2021 14:34:00,"1.04,0.08,0.04,0.02,0.03,0.16,0.08,0.0,0.03,0.02,0.29,0.0,0.26,0.2,0.12,0.5"
27-03-2021 14:34:02,"1.0,0.09,0.03,0.04,0.15,0.13,0.09,0.0,0.03,0.07,0.07,0.03,0.21,0.2,0.09,0.45"
27-03-2021 14:34:04,"1.0,0.08,0.04,0.06,0.21,0.14,0.09,0.0,0.03,0.11,0.2,0.02,0.2,0.15,0.15,0.51"
27-03-2021 14:34:06,"1.04,0.07,0.02,0.04,0.08,0.14,0.08,0.01,0.04,0.11,35.81,6.15,0.18,0.13,335.03,36.55"
27-03-2021 14:34:09,"0.98,0.09,0.03,0.0,0.13,0.12,0.09,0.0,10.67,29.28,0.16,0.04,0.14,1.62,3.53,0.74"
27-03-2021 14:34:11,"0.99,0.07,0.01,0.02,0.18,0.12,0.09,0.0,0.12,0.06,0.15,0.04,0.16,0.13,5.36,0.47"
27-03-2021 14:34:13,"1.0,0.07,0.05,0.01,0.11,0.11,0.09,0.0,0.08,0.01,0.07,0.04,0.15,0.14,5.27,0.52"
27-03-2021 14:34:15,"1.0,0.08,0.06,0.03,0.09,0.12,0.09,0.01,0.09,0.04,0.25,0.04,0.15,0.17,4.75,0.56"
27-03-2021 14:34:17,"1.03,0.04,0.03,0.03,0.19,0.12,0.09,0.01,0.12,1.15,5.72,0.03,68.31,6.62,4.63,0.5"
27-03-2021 14:34:19,"0.98,0.04,0.01,0.06,0.16,0.12,0.09,0.0,0.03,0.01,167.11,10.06,0.3,0.69,4.4,38.99"
27-03-2021 14:34:21,"1.0,0.14,0.03,0.25,0.16,0.11,0.1,2.5,0.04,0.08,1.07,0.01,0.25,0.72,3.07,0.58"
27-03-2021 14:34:24,"1.02,0.14,0.04,0.17,0.11,0.12,0.09,0.01,0.04,0.08,0.68,0.02,0.24,0.61,2.35,0.59"
27-03-2021 14:34:26,"6.28,5.05,8.57,7.48,7.26,6.6,10.02,6.82,10.37,6.48,9.28,8.29,6.92,10.23,7.88,10.63"
27-03-2021 14:34:30,"10.05,10.11,13.71,13.3,11.62,11.73,16.04,10.92,15.08,10.37,14.85,13.26,11.16,18.19,12.61,17.01"
27-03-2021 14:34:32,"10.05,10.11,13.71,13.3,11.62,11.73,16.04,10.92,15.08,10.38,14.85,13.26,11.16,18.19,12.61,17.01"
27-03-2021 14:34:34,"10.05,10.11,13.71,13.3,11.62,11.73,16.04,10.92,15.08,10.38,14.85,13.26,11.16,18.19,12.61,17.01"
27-03-2021 14:34:36,"10.05,10.11,13.71,13.3,11.62,11.73,16.04,10.92,15.08,10.38,14.85,13.26,11.16,18.19,12.61,17.01"
27-03-2021 14:34:38,"10.05,10.11,13.71,13.3,11.62,11.73,16.04,10.92,14.97,10.33,14.85,13.26,11.16,18.19,12.61,17.01"
27-03-2021 14:34:41,"10.05,10.11,13.71,13.3,11.62,11.73,16.04,10.92,15.08,10.38,14.85,13.26,11.16,18.19,12.61,17.01"
27-03-2021 14:34:43,"10.05,10.11,13.71,13.3,11.62,11.73,16.04,10.92,15.08,10.38,14.85,13.26,11.16,18.19,12.61,17.01"
27-03-2021 14:47:51,"0.01,0.16,0.01,0.07,0.22,0.01,0.0,0.2,0.02,0.02,0.48,0.03,0.02,0.05,1.42,0.06"
27-03-2021 14:47:53,"0.03,0.18,0.02,0.04,0.07,0.01,0.0,0.2,0.03,0.05,0.61,0.02,0.02,0.01,1.32,0.05"
27-03-2021 14:47:55,"0.01,0.13,0.01,0.04,0.03,0.02,0.0,0.2,0.03,0.07,0.39,0.01,0.01,0.11,1.72,23.46"
27-03-2021 14:47:57,"0.02,0.16,0.02,0.08,0.15,0.01,0.0,0.2,0.11,1.13,655.13,12.28,1.35,3.46,61.93,8.64"
27-03-2021 14:47:59,"0.08,0.08,0.03,0.08,0.2,0.05,0.01,0.2,6.47,92.9,0.94,0.06,17.21,26.66,1.87,0.15"
27-03-2021 14:48:02,"0.63,3.42,25.65,0.06,19.63,101.46,0.45,0.4,0.06,0.08,0.89,0.04,0.11,0.11,2.54,0.04"
27-03-2021 14:48:05,"1.23,0.12,0.0,0.42,0.33,0.07,0.11,1.25,0.05,0.09,113.09,13.24,0.12,0.03,195.24,168.34"
27-03-2021 14:48:08,"1.23,0.1,0.0,0.13,0.33,0.0,0.1,0.25,0.04,0.07,1.07,0.05,0.1,0.05,1.47,0.22"
27-03-2021 14:48:10,"1.18,0.03,0.0,0.13,0.38,0.04,0.09,0.25,0.04,0.02,6.0,16.91,0.09,0.04,2.22,1.28"
27-03-2021 14:48:12,"1.17,0.09,0.02,0.14,0.23,0.05,0.09,0.24,0.09,3.21,43.17,0.1,14.37,47.92,3.4,0.11"
27-03-2021 14:48:15,"1.11,0.02,0.01,0.12,0.22,0.04,0.08,0.23,0.06,0.03,1.12,0.09,0.02,0.06,3.85,0.06"
27-03-2021 14:48:17,"1.14,0.04,0.01,0.07,0.08,0.06,0.08,0.23,0.05,0.02,1.06,0.08,0.01,0.02,4.01,0.04"
27-03-2021 14:48:19,"1.13,0.06,0.03,0.05,0.26,0.06,0.08,0.23,10.83,14.01,12.0,0.4,4.91,3.36,1055.56,29.45"
27-03-2021 14:48:21,"1.11,0.06,0.01,0.08,0.32,0.06,0.07,0.23,0.15,0.09,0.04,0.1,0.01,0.12,0.96,0.19"
27-03-2021 14:48:23,"1.1,0.04,0.02,0.06,0.01,0.06,0.08,0.22,0.14,0.08,40.06,23.95,0.01,0.22,26.66,13.63"
27-03-2021 14:48:25,"1.77,3.94,0.01,0.06,24.3,62.57,0.07,0.22,0.13,0.0,4.9,0.14,0.0,0.12,0.43,0.33"
27-03-2021 14:48:27,"0.3,0.15,0.02,0.05,0.25,0.08,0.07,0.22,0.11,0.01,0.9,0.15,0.02,0.09,1.26,0.26"
27-03-2021 14:48:29,"17.12,3.58,0.0,0.07,20.6,2.69,0.07,0.21,0.12,0.04,0.76,0.13,0.02,0.1,1.52,0.16"
27-03-2021 14:48:31,"2.0,0.25,0.01,0.04,0.27,0.16,0.07,0.22,0.11,0.0,429.14,3.47,0.03,0.1,28.16,2.22"
27-03-2021 14:48:34,"1.42,0.03,0.0,0.06,0.34,0.0,0.07,0.21,0.11,0.04,1.71,0.11,0.02,0.04,0.67,0.17"
27-03-2021 14:48:36,"1.32,0.02,0.01,0.05,0.13,0.0,0.07,0.21,0.03,1.88,191.6,23.68,1.63,14.74,3.14,4.45"
27-03-2021 14:48:38,"1.3,0.06,0.07,0.06,0.14,0.05,0.07,0.22,0.09,0.02,1.76,0.1,1.28,0.89,0.21,0.32"
27-03-2021 14:48:41,"1.26,0.07,0.02,0.08,0.09,0.05,0.07,0.21,0.06,0.03,1.87,0.11,0.04,0.27,0.37,0.17"
27-03-2021 14:48:43,"1.19,0.01,0.0,0.06,0.07,0.04,0.08,0.21,7.94,6.53,1.75,0.1,1.05,0.14,0.61,0.27"
27-03-2021 14:48:45,"1.19,0.06,0.15,0.21,0.09,0.07,30.94,2.73,0.13,0.09,93.57,15.04,0.04,0.38,41.04,40.56"
27-03-2021 14:48:47,"1.14,0.01,0.05,0.17,0.06,0.07,0.18,0.19,0.09,0.04,1.54,0.09,0.06,0.48,2.45,0.45"
27-03-2021 14:48:49,"1.12,0.03,4.55,0.13,0.05,0.22,9.84,1.27,0.08,0.03,160.63,3.05,0.08,0.4,112.91,5.12"
27-03-2021 14:48:51,"0.16,0.1,0.01,0.11,0.21,0.91,0.1,0.2,0.08,0.04,1.5,0.13,0.09,0.44,3.28,0.39"
27-03-2021 14:48:53,"1.8,0.05,0.02,0.09,0.32,0.03,0.07,0.21,0.08,0.02,2.8,0.11,0.08,0.34,3.1,0.28"
27-03-2021 14:48:56,"1.69,0.02,0.01,0.12,0.06,0.01,0.05,0.21,0.38,0.27,1.15,0.1,1.23,0.2,3.52,0.22"
27-03-2021 14:48:58,"1.92,0.04,0.03,0.08,0.19,0.03,0.05,0.21,0.21,0.01,0.92,0.09,0.05,0.01,3.4,0.24"
27-03-2021 14:49:00,"1.66,0.1,0.01,0.09,0.15,0.02,0.06,0.2,0.21,0.01,0.79,0.09,0.06,0.04,2.94,0.26"
27-03-2021 14:49:03,"1.68,3.82,0.02,0.05,0.09,0.04,0.05,0.2,0.21,0.08,22.75,2.5,0.07,0.02,32.27,13.22"
27-03-2021 14:49:05,"1.6,0.08,22.66,26.23,0.01,0.04,26.16,27.17,0.21,0.01,53.44,0.7,0.07,0.01,53.6,2.42"
27-03-2021 14:49:07,"48.26,8.2,0.0,0.07,128.85,16.51,0.09,0.24,0.21,0.03,0.57,0.08,0.08,0.04,0.35,0.34"
27-03-2021 14:49:10,"1.59,0.01,0.08,0.05,0.51,0.02,0.11,0.22,0.17,0.01,0.43,0.08,9.91,0.06,0.07,0.25"
27-03-2021 14:49:12,"1.58,0.0,0.07,0.06,0.42,0.01,0.09,0.21,0.57,0.56,0.33,0.06,0.16,0.09,0.56,0.18"
27-03-2021 14:49:14,"1.46,0.05,0.52,6.62,0.23,0.24,1.68,6.73,0.22,0.04,95.39,2.34,0.11,0.1,0.68,0.28"
27-03-2021 14:49:16,"1.52,0.01,0.06,0.04,0.27,0.03,0.12,0.03,0.21,0.06,1.04,0.09,0.1,0.12,1.16,0.26"
27-03-2021 14:49:18,"1.53,0.07,0.06,0.1,0.17,0.01,0.1,0.13,0.2,0.06,0.72,0.06,0.09,0.11,1.07,0.31"
27-03-2021 14:49:20,"1.44,0.09,2.33,0.01,0.32,0.07,34.32,0.72,3.33,33.74,88.53,0.45,2.05,2.51,169.43,0.26"
27-03-2021 14:49:22,"4.66,0.01,0.0,0.03,253.9,10.3,0.12,0.23,0.17,0.29,1.16,0.07,0.26,0.43,0.56,0.38"
27-03-2021 14:49:24,"1.11,0.01,0.01,0.01,0.3,0.02,0.11,0.24,0.13,0.04,0.93,0.05,0.07,0.36,1.56,0.36"
27-03-2021 14:49:26,"1.05,0.08,0.02,0.01,0.44,0.04,0.09,0.24,0.12,0.0,0.58,0.06,0.07,0.32,1.6,0.38"
27-03-2021 14:49:28,"2.15,0.04,0.0,0.01,0.17,0.02,0.08,0.23,0.12,0.04,0.52,0.05,0.08,0.34,1.32,0.34"
27-03-2021 14:49:31,"0.98,0.02,0.08,0.0,0.26,0.04,0.07,0.24,0.12,0.05,0.54,0.04,0.09,0.35,1.18,0.37"
27-03-2021 14:49:33,"0.97,0.03,0.01,0.01,0.29,0.05,0.07,0.23,0.13,0.13,0.39,0.04,0.09,0.29,0.39,0.31"
27-03-2021 14:49:35,"0.97,0.0,0.01,0.0,0.17,0.05,0.06,0.23,0.11,0.02,0.19,0.03,0.1,0.29,1.18,0.33"
27-03-2021 14:49:37,"0.98,0.0,0.01,0.01,0.18,0.05,0.06,0.23,0.12,0.02,41.35,9.41,0.11,0.37,33.72,6.33"
27-03-2021 14:49:39,"0.95,0.0,22.04,19.94,0.18,0.05,28.93,30.65,0.13,0.03,44.56,0.5,0.11,0.34,1.52,0.98"
27-03-2021 14:49:41,"1.02,0.07,0.02,0.01,0.19,0.06,0.15,0.24,21.53,34.45,0.93,0.06,9.08,71.73,4.67,0.33"
27-03-2021 14:49:44,"0.99,0.06,0.04,0.01,0.34,0.06,0.12,0.24,0.05,0.06,0.89,0.07,0.11,0.53,1.93,0.34"
27-03-2021 14:49:47,"1.0,30.05,0.05,0.02,0.31,0.04,0.11,0.23,0.05,0.1,0.58,0.07,0.1,0.5,0.99,0.3"
27-03-2021 14:49:49,"0.94,0.06,0.05,0.01,0.05,0.04,0.09,0.23,0.05,0.02,0.63,0.07,0.08,0.47,0.79,0.38"
27-03-2021 14:49:51,"0.95,0.01,0.02,0.01,0.17,0.04,0.08,0.23,7.33,0.01,0.53,0.07,53.46,0.74,0.74,0.42"
27-03-2021 14:49:53,"63.84,1.81,0.05,0.05,39.54,85.14,0.08,0.22,0.35,0.05,0.52,0.06,0.57,0.5,0.35,0.43"
27-03-2021 14:49:55,"54.91,1.29,12.91,33.57,3.97,0.18,41.79,2.79,0.06,0.03,0.28,0.06,0.09,0.55,0.75,0.43"
27-03-2021 14:49:58,"0.49,0.07,0.01,0.43,0.2,0.02,0.13,0.26,0.05,0.03,466.34,46.04,0.11,0.48,0.51,71.05"
27-03-2021 14:50:00,"0.42,0.1,0.0,0.25,0.3,0.05,0.12,0.24,0.33,40.41,1.25,8.73,0.59,16.81,0.83,120.34"
27-03-2021 14:50:02,"0.4,0.15,0.02,0.19,0.13,0.08,0.11,0.24,12.4,3.01,1.13,0.06,87.53,17.43,1.55,0.62"
27-03-2021 14:50:04,"0.35,0.11,0.19,0.2,0.14,0.09,0.31,0.5,3.98,36.5,1.49,0.59,1.25,10.67,1.4,0.59"
27-03-2021 14:50:06,"0.35,0.09,0.15,0.2,0.08,0.07,0.31,0.59,0.26,19.19,4.81,0.64,2.47,10.09,0.74,0.55"
27-03-2021 14:50:08,"0.35,0.13,0.12,0.23,0.09,0.07,0.78,0.6,0.42,24.44,0.64,0.78,2.23,9.27,1.0,0.43"
27-03-2021 14:50:11,"0.35,0.01,0.14,0.31,0.02,0.06,1.78,0.59,0.79,26.5,0.41,0.86,2.35,9.46,1.04,0.48"
27-03-2021 14:50:13,"0.36,0.08,0.16,0.36,0.13,0.06,0.74,0.58,0.44,26.09,0.31,0.66,2.35,9.62,0.95,0.41"
27-03-2021 14:50:15,"0.35,0.08,0.15,0.36,0.08,0.07,3.82,0.53,0.61,34.96,1.96,0.54,1.88,9.36,1.12,0.46"
27-03-2021 14:50:17,"0.48,0.08,0.13,0.53,0.19,0.06,6.32,0.57,0.3,22.91,13.83,0.75,2.97,11.58,0.82,0.48"
27-03-2021 14:50:19,"0.44,0.06,0.11,0.49,0.08,0.07,0.36,0.09,0.19,58.22,182.03,24.25,5.5,25.48,0.29,1.69"
27-03-2021 14:50:21,"0.48,0.07,0.09,0.43,0.09,0.07,0.25,0.12,0.01,0.07,578.46,6.32,0.04,0.07,918.82,53.4"
27-03-2021 14:50:23,"0.46,0.14,0.11,0.33,0.17,0.06,0.21,0.14,0.02,0.1,1.58,0.14,0.02,0.1,996.28,143.54"
27-03-2021 14:50:25,"0.45,0.1,8.81,1.24,0.07,0.05,35.87,25.42,0.05,0.1,0.96,11.42,0.0,0.06,5.11,0.71"
27-03-2021 14:50:27,"0.45,0.07,0.83,1.52,0.08,0.05,4.77,57.58,0.04,0.01,0.83,6.61,0.01,0.06,3.49,3.35"
27-03-2021 14:50:29,"0.46,0.09,1.13,4.17,0.04,0.05,3.89,34.97,0.04,0.05,175.03,31.56,0.03,0.08,103.56,15.22"
27-03-2021 14:50:31,"0.43,0.06,5.5,0.25,0.04,0.05,49.99,20.82,0.11,20.8,0.31,0.06,0.23,4.76,3.94,0.56"
27-03-2021 14:50:33,"0.44,0.19,0.06,0.1,0.27,0.04,0.08,0.22,0.46,3.66,0.06,0.07,1.94,1.76,2.82,0.56"
27-03-2021 14:50:35,"8.32,9.62,0.02,0.03,95.21,20.56,47.66,1.18,0.14,0.09,0.17,0.08,0.03,0.2,2.5,0.42"
27-03-2021 14:50:37,"1.43,0.03,1.72,229.43,0.18,0.03,0.76,1.11,0.13,0.06,86.7,9.13,0.02,0.24,2.07,0.45"
27-03-2021 14:50:42,"6.91,5.68,9.42,9.14,7.26,7.33,10.03,6.82,10.35,6.32,9.28,8.29,6.87,11.32,7.88,10.63"
27-03-2021 14:50:44,"9.99,10.1,13.71,13.3,11.11,11.66,16.04,10.92,15.08,10.37,14.85,13.26,11.16,18.19,12.61,17.01"
27-03-2021 14:50:46,"10.05,10.1,13.46,13.18,11.61,11.69,16.03,10.92,15.08,10.38,14.85,13.26,11.16,18.19,12.61,17.01"
27-03-2021 15:27:04,"0.01,0.04,0.03,0.03,0.07,0.0,0.0,0.0,0.0,0.13,0.05,0.01,0.0,0.04,0.28,0.01"
27-03-2021 15:27:06,"0.04,0.06,0.01,0.01,0.09,0.0,0.0,0.0,0.01,0.07,0.18,0.0,0.01,0.05,0.04,0.0"
27-03-2021 15:27:07,"0.0,0.04,2.28,45.26,0.08,0.01,0.25,0.1,0.01,0.04,0.22,0.0,0.01,0.09,0.28,0.05"
27-03-2021 15:27:10,"0.01,0.08,1.32,10.21,0.05,0.0,12.66,9.18,0.01,0.02,0.31,0.01,0.02,0.01,0.4,0.03"
27-03-2021 15:27:11,"0.04,0.12,0.21,0.54,0.08,0.0,0.09,0.28,0.02,0.07,0.07,0.01,0.01,0.01,0.05,0.05"
27-03-2021 15:27:13,"0.02,0.09,0.82,1.67,0.01,0.01,0.12,1.04,0.01,0.06,0.01,0.0,0.01,0.06,0.09,0.07"
27-03-2021 15:27:16,"27.06,29.69,0.45,0.93,37.33,15.09,7.34,3.66,3.38,26.62,0.11,0.0,0.6,4.96,0.27,0.02"
27-03-2021 15:27:17,"6.08,1.39,0.08,0.08,9.15,2.82,0.13,0.0,6.41,43.0,0.19,0.01,28.18,35.29,0.36,0.08"
27-03-2021 15:27:19,"0.58,0.18,0.07,0.04,0.22,0.04,0.1,0.02,0.09,0.07,535.49,5.47,0.28,2.46,292.59,135.26"
27-03-2021 15:27:21,"0.43,0.09,0.02,108.76,0.27,0.09,14.49,29.71,0.07,0.17,1.49,0.96,0.08,0.16,2.27,0.28"
27-03-2021 15:27:22,"0.85,0.13,4.71,194.23,0.33,0.39,6.38,22.7,0.04,0.13,1.57,0.08,0.09,0.07,2.7,0.2"
